title,article,date,author,link
Journalism student launches third issue of Slice Magazine,Chapter Banda,"November 22, 2018","The magazine was officially launched on 17 August, 2017 at the Raphael Tenthani Centre for Media Excellence at the Polytechnic Chichiri Campus.The magazine aims at empowering the youths by sharing stories about young people who do not get as much media attention as most of people which newspapers and other media platforms focus on.The third issue has covered a lot of issues that will help in changing some youths’ mentality as it has featured some of the notable people who are doing well in Malawi. Some of these people include The State Vice-President Dr Saulos K. Chilima, Tay Grin, Gwamba, Joy Nathu and many more.According to Gary Samati, they decided to feature the Vice President of Malawi’s background and achievements to encourage the youths that everything is possible if they work hard.“We chose Dr Saulos Klaus Chilima to feature in our magazine for a cover story titled ‘Time for A Change,’ not because of political environment; but we wanted to share the changes he has made throughout his life to the Malawians by looking at his works in the private sector and currently as he is the State Vice-President of Malawi,” Samati elaborated.Samati added that the third edition has tackled a lot of issues that will give an opportunity to the youths to change their mindsets in the way they look at things that are concerning them.“For instance, we have featured a number of young entrepreneurs who can be looked at as role models among the youths. Among these young entrepreneurs, some also graduated from The Polytechnic and they are progressing in the industry,” he said.He further said they thought it wise to feature the likes of Gift Sukali also known as Sukez who is a founder and Director of an HD Plus Creation Limited and Mwayi Kampesi, a Founder and Chief-Executive-Officer of In-House Interiors who also featured in Forbes magazine on business issue article to inspire their fellow youths.The third issue has also tackled a lot of burning issues that are affecting the youths such as ; why drugs and substances abuse are harmful to health among the youths and how the youths can indulge themselves in business through the article called ‘Business Ideas’ which has outlined free five business ideas to help them.The magazine has also featured Nthanda Manduwi who was miss Malawi first Princess in 2017 and the famous hip hop artist Penjani Kalua also known as Fredokiss as the covers of its first and second issues respectively.",http://www.mubas.ac.mw/news/journalism-student-launches-third-issue-of-slice-magazine-22-11-2018
Faculty of Applied Sciences students visit Liwonde National Park,Hazviperi Mbizi,"November 21, 2018","Liwonde National Park covers only 220 square miles (580 square km). It is about 100 miles (160 km) north of Blantyre. Additionally, game viewing is enhanced because the River Shire flows along its western border, allowing boat safaris as well as the usual ones on foot or in 4x4s.According to the Dean of Faculty Ishmael Kosamu, the aim of the trip was to appreciate how the national park has survived the level of environmental degradation over the years.“Liwonde has been intact in the types of trees and animal species it has maintained over the years,” Kosamu Said.Kosamu further explained that the students had the chance to comprehend different species of wild animals found in the park for it is a natural habitat for more than fifteen wild animals.A final year Environmental Science and Technology student, Edna Ibrahim explained that she has benefitted both socially and academically.“I was privileged to view different species of animals like the Elephant, Antelope, Hippo and many more, which I have never seen before,” Ibrahim said.Ibrahim further elaborated that she has seen and learned about the Amalura tree and the Sausage tree (Mvunguti) which is used to make Amalura wine and natural medicine for curing various diseases, respectively.“This is the first time Environmental Health and Environmental Science and Technology students have gone on a trip together, promoting social interaction amongst us,” She added.Some of the common bird species found around Liwonde include Alcedo cristata (Malachite Kingfisher) Anaplectes rubriceps (Red-headed Weaver) Ploceus cucullatus (Village Weaver) Tringa totanus (Common Redshank) Tringa nebularia (Common Greenshank and many more.",http://www.mubas.ac.mw/news/faculty-of-applied-sciences-students-visit-liwonde-national-park-21-11-2018
PEK organises a training workshop ,Mercy Garnet,"November 21, 2018","Save Kumwenda, Phillip Banda, Khumbo Kalulu, Sarah Khudze and Limbani Kalumbi made presentations on academic writing, quantitative and qualitative data analysis.According to Kumwenda who is Senior Lecturer in the Department of Environmental Health, data in research means something raw which you can record. He pointed out that data analysis is done to produce an outcome in research. Kumwenda reminded the participants some steps in research processes such as developing a research topic, data collection, and data analysis among others.He observed that to come up with valid results, gathering as much information as possible on a research topic is crucial. Kumwenda stressed that research should be based on things that are happening out there and not assumptions.The expert further explained that a good researcher comes up with a new research topic and explains things that seem to be normal in a different way.""Tease and whip the data until it talks and gives you the right answers and then be able to explain whatever you want to explain in your research"" Kumwenda emphasized.Kalulu who is Senior Lecturer in Environmental Sanitation under the Department of Environmental Health gave practical aspects of quantitative data analysis using Statistical Package for Social Sciences (SPSS). He trained the participants on how to enter and clean data using the software.""Using a software to analyse data removes subjectivity and brings in objectivity of the research findings,"" Kalulu said.One of the participants, a third year Polytechnic student studying Bachelor of Science in Environmental Health, Innocent Mndala said the training had borne the desired fruit.""The training has equipped me with skills on both qualitative and quantitative data. It has assisted me on how best I can collect, clean, enter, and analyze data, and also how I can interpret and present the results. The training has come at a good time as I am preparing for my final year project,"" Mndala explained.According to PSU president Japhet Nthala, the Pro Workshop was organized after seeing the need to educate students on matters they cannot avoid in their academic journey, and help college graduates to improve their professional efficiency.""The Workshop was partially successful because the presentation did not give out the full package of what PEK prepared because of time. But I am double sure that the participants benefited from what was presented,"" Nthala noted.The remaining part of the presentation is going to be covered on a date to be communicated .""We agreed with the participants that we will take them through SPSS in detail on a later date,"" Phillip Banda a data analyst said.",http://www.mubas.ac.mw/news/pek-organises-a-training-workshop-21-11-2018
Applied Scientists Dominate in 2018 Principal’s Trophy,Chapter Banda,"November 20, 2018","Speaking during the prize presentation on November 17, 2018 which was held in the college’s main lecture theatre, the Polytechnic sports Administrator , Chifundo Tenthani thanked the management for organizing this tournament.“We do not take it for granted, we thank our management for honouring us with this trophy,” Tenthani said.Tenthani outlined some challenges that the sports directorate is currently facing including lack of sports uniforms and sports equipment, poor sports infrastructure, unavailability of transportation, just to mention a few.He further appealed to the college’s management to take a hand in resolving the challenges that the sports directorate is currently facing.Speaking at the same occasion, Dr Nancy Chitera said they decided to reinvigorate the trophy after three years in oblivion to encourage sports and promote good health among students and staff.“It has been too long since we held this event because our financial status was not good. Despite also not having enough funds this year, management thought it wise to bring it back to our students and staff so that they should not continue staying idle,” Chitera said.Chitera further said that Sports is part of The Polytechnic’s curriculum, therefore she promised to continue holding these games annually.“Students have 13 weeks of studies per semester ,and they need a time to break and relax their minds,” she said.The Polytechnic Students Union Sports Director, Fexter Banda thanked the management for organizing this year’s trophy as it has helped the students in improving their athletic talents.The Faculty of Applied Sciences has emerged overall champions with five gold, 10 silver and nine bronze medals. They dominated the games, which included ,football, netball, basketball, volleyball, athletics, weightlifting, lawn tennis, table tennis, taekwondo, wushu, chess, darts and pool.The Faculty of Engineering came second with five gold, seven silver and five bronze medals while the Faculty of Commerce was on third position with six gold, three silver and two bronze medals.Built Environment finished fourth with five gold medals, a silver and two bronze while the members of staff came fifth with three gold. The Faculty of Education and Media Studies were at the bottom with a gold , a silver and two bronze medals.",http://www.mubas.ac.mw/news/applied-scientists-dominate-in-2018-principals-trophy-20-11-2018
The Polytechnic introduces free Chinese lessons,Hazviperi Mbizi,"November 20, 2018","According to the memo released on November 19, signed by the Head Of Department, Victor Chikoti, classes will commence on November 23. Members who wish to enroll should select to attend one class every Friday at the Raphael Tenthani Media Centre, Polytechnic Chichiri Campus.Learners will attend the classes for free but they will be required to pay for the Chinese Proficiency Test.The Bachelor Of Business Communication Lecturer Focus Maganga, expressed his excitement about the whole program. He explained that China being the second largest country in economy in the world, their language is equally important too when it comes to doing trade, education and inter business relations.“Nowadays the Chinese are dominating the African countries in all aspects, for instance, Polytechnic sends people to study in China, other people travel there for business, so learning this language is very important,” Maganga explainedMaganga added that language is a way of communicating otherwise it becomes a barrier in the intercultural skills.“Chinese is also one of the languages which is highly considered at the United Nations, therefore, mastering it, gives one an employment opportunity worldwide,” he added.Another Lecturer Dr Murendere Juwayeyi agreed with what Maganga said by adding that, the Chinese Economy is going to be the largest economy in the world in the years to come. Therefore knowing the Chinese language will be an added advantage in terms of commerce.The Language and Communications Department requests all those interested to enroll for these classes to register with the Secretary, Elizabeth Mcheka on 09995924767 or Gao XI on 0883922393.",http://www.mubas.ac.mw/news/the-polytechnic-introduces-free-chinese-lessons-20-11-2018
Electrical Engineering Students develop mosquito-killer-device,Chapter Banda,"November 19, 2018","The two students namely, Hope Kelvin Chilunga and Clement Misomali who are both studying Bachelor of Science in Electronics and Computer Engineering, came up with the idea after Clement showed negative side effects after using mosquito nets. When he later opted for the mosquito repellents he could not afford them because they proved to be expensive.The device has been designed and manufactured in a way that mosquitoes will be attracted by a LED Blue light Bulb and then an electrical fan will trap and kill them.According to Hope Kelvin Chilunga, being engineering students is one of their tasks of finding sustainable solutions to current problems that Malawi is facing in the health sector.“We thought of coming up with sustainable solutions to current health problems in Malawi through the skills we have been equipped here at the Polytechnic. As you know, mosquitoes are causative agents of malaria disease which has killed a lot of Malawians in recent years and it is still affecting us negatively hence affecting our economy,” Chilunga said.Chilunga added that for them to come up with the Mosqui killer device they did a thorough research concerning mosquitoes and the environment.“We did a research where we established that mosquitoes are attracted by the blue light; this is the reason why we included a blue light bulb to attract them,” he added.Chilunga continued to say that at first their device was only using direct electricity from the main source of 12-volts but now they have improved it by including a mini solar panel and reducing number of volts to a 9-volts reachable battery.Chilunga further said they have improved the device in order to accommodate those who live in remote areas to use it.The mosqui killer device is totally different from the other mosquitoes repellents and insecticides in such a way that ;it is user friendly, consumes less power, uses solar and electricity, and it is cost-effective.The device has been made by using electronics such as capacitors, a LED diode and an electrical fan, a reachable battery of 9-volt and mini solar panel.",http://www.mubas.ac.mw/news/electrical-engineering-students-develop-mosquito-killer-device-19-11-2018
Female Engineering students attend motivational workshop,Hazviperi Mbizi,"November 19, 2018","The seminar which centred under the theme ‘Taking students through the professional journey and what they should expect in the industry,’ took place at The Polytechnic Boardroom on Friday, November 16th.The conference was funded by the Royal Academy of Engineering (UK), through its project known as the Higher Education Partnerships in Sub-Saharan Africa, HEPSSA, in short.Giving the background about HEPSSA the first female former Dean of Engineering, Dr. Theresa Mkandawire explained that the project reviews the curriculum, collaborates with the industry and also encourages the industry gurus to talk, motivate and mentor the students.Speaking during the opening remarks, the Vice-Principal of The Polytechnic, Dr Nancy Chitera, outlined that the HEPSSA Project, implemented by The Polytechnic, aims at enhancing engineering skills gap through collaborations between the University and industry.“Take this seminar not as any seminar because as ladies you meet a lot of challenges in the industry. Take it as an opportunity to learn more because you will never find a book that outlines the real life experience,” Chitera advised the students.The guest of honour who was also the main speaker was Phideria Moyo, Deputy Director of Irrigation Services responsible for Planning design and Construction at the Ministry of Agriculture, Irrigation and Water Development.In her presentation, Moyo started by encouraging the female engineering students not to underrate themselves as they are equal to men. She further said that they should expect to be on a tight race with the men but should work hard because anything is possible, despite gender.“Do not accept the men to do the work for you because if the time comes for you do it by yourself, you will be judged and proven a failure.” She advised.Moyo continued to counsel the students to avoid acts of pity at all cost and balance their lives in both academic and social life.“You have to be inspired, determined, have passion and be innovative in order to beat the challenges both in academics and at the industry. Never quit, no matter how tough the situation is because if you do, quitting becomes a habit,” She added.The student representative, Enifa Mbewe thanked the guest of honour for the presentation she made to the students.“Coming here has been productive because it has made me be motivated, smarter and able to learn how to multi task in my daily endeavors,” Mbewe said.In his closing remarks, the incumbent Dean of Engineering, Dr Gregory Gamula, encouraged the female students that they have the capabilities of performing and rise up the steps which gives them the opportunities to shine out.He also recognized the team which organised the seminar namely; Dr. Theresa Mkandawire, Dr. Suzgo Kaunda, Mr. Million Mafuta, Dr Esther Phiri and the female engineering students present for making the workshop a success.",http://www.mubas.ac.mw/news/female-engineering-students-attend-motivational-workshop-19-11-2018
The Polytechnic takes part in  Inter-college Games,Hazviperi Mbizi,"November 15, 2018","The games which started in the late 90s attract all Universities within the Southern African countries. These countries include; Namibia, South Africa, Lesotho, Zimbabwe, Zambia, Botswana and Malawi. This tournament takes place annually towards the end of the year.According to one of the organizers, Murray Mwachumu, The Polytechnic staff participants, travel together with their fellow staff members from the other constituents colleges under The University of Malawi, for they are under the same umbrella body called UNIMA Staff Sports Association.“The main aim of these games is to helps us interact with our fellow College Staff throughout the Southern African Region. As we all know that sports also help to improve our health, this program enhances good health which leads to productive work force within the Colleges,” Mwachumu Said.Though it is also one way of relaxation after working for the whole year, past records show that it is only in the Athletics and Darts category where the Polytechnic team has won gold and silver medals.Mwachumu added that the staff members are training hard in the areas like football, netball and volleyball so that this year they should turn the tables.“We are requesting for financial support from the Polytechnic community, so that this trip should be a success,” he concluded.From Malawi, other participants are from the Chancellor College, Kamuzu College Of Nursing, College Of Medicine and LUANAR.",http://www.mubas.ac.mw/news/the-polytechnic-takes-part-in-inter-college-games-15-11-2018
First year Journalism students educational visit ,Hazviperi Mbizi,"November 15, 2018","The museum which was founded by Father Claude Chisale Chagomerana in 1976, aims at preserving the church history which is the Mua Mission and culture around the area.According to the class Lecturer, Peter Mitunda, he thought it wise to take the students to this place because the museum designer and guardian of the inspiration lives there to share his experience, dreams and aspirations.“Mua is also internationally recognized as a protected Centre of heritage by UNESCO and it is so far the richest visual preservation of cultural memory for the Chewa, Ngoni and Yao tribes,” Mitunda explained.He added that Mua is a ‘Living Museum’ which is located where its guardians live. They work there and perform cultural displays to re-enact memories and demonstrate culture in reality.The Bachelor Of Arts In Journalism Class 1 representative, Yewo Munthali, explained that they have learned a lot about the Chewa heritage through the sculptures, paintings, traditional musical instruments and the presentation on the ‘Gule Wamkulu’ culture.“We learned that each day a ‘Gule Wamkulu is born and that every ‘Gule Wamkulu’ represents something. It is interesting to discern that the Chewa people have an annual festival where two Gule Wamkulus are born,” Munthali explained.Munthali further clarified that they have also gained knowledge about how the three tribes differ in their cultural beliefs. This was explained to the students by the tour guide Chikondi Teputepu who interpreted that every tribe believes differently on the life cycle of human beings.The first year journalism students had the chance to witness a traditional drum beat at noon and 13:00 to signal the start and end of the lunch break.Finally the students were given a tour around the museum except which is believed to store private stuff for the Gule Wamkulu tradition.The students expressed their utmost satisfaction and were delighted that apart from its academic relevance, the cultural museum is also a life cultural enrichment experience.",http://www.mubas.ac.mw/news/first-year-journalism-students-educational-visit-15-11-2018
Polytechnic exhibits at AU Summit,Hazviperi Mbizi,"November 14, 2018","The Summit which was done under the theme ‘Enhancing Education, Science, Technology and Innovation of Africa’s Development, was held at the Bingu International Convention Centre on 3rd and 4th November, in Lilongwe, Malawi.The purpose of the first ever Extra-Ordinary Summit was to agree on a framework for achieving Agenda 20163 through enhanced investment and strategic multi sectorial private and public sector partnerships in the development of Education, Training and Research.During this summit, local and international institutions, organizations and development partners were provided with an exhibition platform to show case their innovations.According to the leader of the delegation from The Polytechnic,Dr Rabson Mgawi, these are some of the projects which were showcased.The Baby-Lights Phototherapy; is a low cost device for curing jaundice in new born babies. It produces blue light that helps the baby's body to breakdown and clear jaundice in a few days. The device currently runs on utility power and it has a power consumption of only 12 Watts. It was designed at the University of Malawi – The Polytechnic through a collaboration and technology transfer from Rice University. The project was funded by the African Network for Drugs and Innovation (ANDI).From the Mining and Engineering Department, they exhibited rock and mineral samples, Mirror Stereoscope, X-ray Fluorescence (XRF) and Gamma Ray Spectrometer which help enhance teaching and learning.“Rocks and mineral samples provide the students with an opportunity to interact with real life geological materials in a classroom setting. Rock and mineral samples are particularly important during mineral identification where students examine the properties of various minerals. Thus, the use of rock and mineral samples during teaching, help remove all the misconceptions that students might have thereby promoting learning,” he explained.Other projects which were showcased were;Solar Impact and Technology Readiness in Chikwawa, Water Sustainable Point Of Use Treatment Technologies for rural areas, impact of combined WASH and food hygiene intervention on diarrhea reduction among under-five children, foot operated hand wash machine, Cotton Delinter and the PA system which was showcased by the Journalism Department portraying the Gaka Community Radio led by Peter Mitunda.",http://www.mubas.ac.mw/news/polytechnic-exhibits-at-au-summit-14-11-2018
Polytechnic Lecturer shortlisted for African Writers Awards,Chapter Banda,"November 14, 2018","Mgunda is among 10 authors who have been shortlisted for Africa’s top short story award.The competition has given an opportunity to the writers in which they are going to compete in three categories namely flash fiction, poetry and children’s literature.According to Mgunda, being shortlisted for the annual continental awards organised by the African Writers Development Trust is a big motivation for him to revive his writing because he was an active a short story writer but lacked passion later on.“This recognition has ignited my passion and provide me a platform where I can share my longer short stories,” he said.Mgunda added that he came up with the story because he wanted to expose how some cultural practices in Malawi are disadvantaging young girls ,in the process making them prone to unwanted pregnancies and contracting HIV.“I grew up in a society where this was being practised. I drew my inspiration from observing such experiences,” he reminisced.He further said the story bodes well with the 2018’s theme of the competition which is looking for new voices and narratives in fighting for the girl child.Mgunda is competing against other works from countries such as Ghana, Nigeria, Kenya, Zimbabwe and Zambia.A Dance In The Dark short story talks about a girl who falls pregnant after sleeping with a man during some night dance and the man responsible cannot be traced.The winners will be announced during the 2018 African Writers Dinner/Awards which will be held at the International Conference Centre in Abuja, Nigeria.",http://www.mubas.ac.mw/news/polytechnic-lecturer-shortlisted-for-african-writers-awards-14-11-2018
Engineering students symposium focuses on sustainable development,Chapter Banda,"November 14, 2018","The symposium which was held at Crossroads Hotel in Blantyre under the theme; ‘Sustainable Development through Engineering Innovations and Technology,’ brought a lot of key stakeholders in engineering progressions including representatives from the government, corporate world and academia.Speaking during the symposium a Deputy Dean in the Faculty of Engineering and a patron for the event, Dr Witness Kuotcha said the students are not yet engineering gurus as for that they need to keep on learning from experts.Kuotcha outlined three things which they need to put into consideration through what he experienced after graduating in 1993.“When I graduated from the Polytechnic in 1993 in civil engineering, I thought things would go smooth; but things were not like that , I had to learn from experts though they did not had a paper like mine but I had to learn from them,” he said.“Though am still learning, I have learnt three things that I would like to share with you. As students, you need to learn from your success not from mistakes because through your succession you can accomplish what others have failed. Secondly,as engineering students; you need to add a value to your degree ,people should appreciate your work and should bring a difference to the community and finally you need to follow your heart, following your heart will help you to achieve great things,” he continued.A Dean of the faculty of Engineering , Dr Gregory Gamula urged engineering students to use critical analytical skills that they have acquired from the college to bring a solution to the challenges that the nation is currently facing.“ We have equipped you with a lot of skills ; be innovative enough ,as you are the only hope of bringing sustainable solutions to current problems that Malawi is facing ,” Gamula said .He added that the students should not get discouraged from other people at but they should keep on moving forward and they should be able to overcome challenges that they might encounter.Speaking at the same occasion, Airtel Africa IT Director, Dr Matthews Mtumbuka, outlined among others that the graduates to be should be ambitious in everything they plan to do.He also encouraged them to be problems solvers who will be able to deliver accordingly.Mtumbuka added that the students should be eager to learn from experts while being unique in their own doing.The Guest of Honour Chief-Executive-Officer of Egenco, Engineer William Liabunya said the nations that are believing in engineers who have developed innovations that are sustainable, are ones that are developing economically.He further said that engineers are people who believe in ethics and not short cuts and he urged the students to be ethical once they have graduated .The students from all Departments of Faculty of Engineering had an opportunity to showcase their projects to the attendees . Kelvin Chilunga and Clement Misomali from the Electrical Department showcased their project which is mainly focuses on killing mosquitoes , a device called mosqui killer which uses a mini solar panel and a rechargeable battery of 9-volt.While Mechanical Department was represented by Webster Chipwaila and Moses Munyani who presented mechanical project called Dust Extraction Systems, which is mainly focusing on removing fly ashes from a three-boiler-plants at Castel Malawi LTD to a bin.Finally from the Civil Engineering Department , Chimango Mweso and Christopher Dzuwa also presented their project ,a software called Oasis Hydrosoft which will focus on monitoring the water flows within the supply systems of water boards in Malawi and will help in notifying them if there is a problem within that supply system in a form of signal to their master computer.",http://www.mubas.ac.mw/news/engineering-students-symposium-focuses-on-sustainable-development-14-11-2018
National Bank awards outstanding university students,Hazviperi Mbizi,"November 9, 2018","The 2018 National Bank awards took place in the Polytechnic Main Lecture Theatre on November 9, out of the thirteen nominated student from the University of Malawi institutions, five of them are from The Polytechnic.From the Faculty of Applied Science the nominee is Goeffrey Mphangamo, a third year Bachelor of Science in Environmental Science and Technology (Physics) who scored 78% average in the first semester of the 2018 academic year.Franco Khonjiwa, a Bachelor of Quantity Surveying student under the Faculty of Built Environment is the other nominee who notched 73% average.Mary Chisasa, who happens to be the only female among the five, got 78% on average from the Faculty of Commerce under the Bachelor of Accountancy program.From the Faculty of Education and Media studies, a Bachelor of Arts in Business Communication Student, Kings Ferrel Kondowe is the one who has been awarded after scoring 70% beating his fellow classmates.Under the Faculty of Engineering, Christopher Malili is the one who beat his fellow classmates by getting 78% average in his academic performance.Speaking, before presenting the awards, the guest of honour Professor John Kalenga Saka encouraged the nominated student to continue working hard so that they should graduate with distinctions.He also commended National Bank Of Malawi for the sponsorship which has been there for 39 years.A law student from Chancellor College, Ulemu Hanna Kanyongolo, speaking on behalf of the awarded students, thanked the University Of Malawi and National Bank, for this program which she said motivates and encourages students to work hard in their academics.“I would like to encourage my fellow students to use this support we get from our lecturers, families and friends to excel in our studies since the future is in our hands. Let us continue the good work for the good of the country,” Kanyongolo Said.The students have been presented with a Visa Debit Card each loaded with an equivalent of a one year academic school fees. The total sponsorship adds up to MK5Million.In the closing remarks, The Principal for The Polytechnic Grant Kululanga, thanked the audience for gracing the occasion. He also recognized the Board of National Bank for the awards and sponsorship it has been offering over the years meant for the outstanding students.“We believe that, if these events are being promoted frequently we may have a good crop of graduates from the University Of Malawi,” Kululanga added.He also encouraged the students to work hard and maintain integrity because Malawi needs graduates who are hard workers and performers not just getting distinctions in academics and fail to perform at the industry.In attendance were Deans Of Faculties from different Colleges under the University Of Malawi, Staff members from National Bank Of Malawi led by their Chief Executive Officer, McFussy Kawawa, Lecturers and Students.",http://www.mubas.ac.mw/news/national-bank-awards-outstanding-university-students-09-11-2018
Polytechnic role models motivate secondary schools students,Chapter Banda,"November 9, 2018","The interactive sessions took place at Njamba Secondary school in Chitawira and at Chirimba Community Day Secondary school in Chirimba township on 6th and 7th November, respectively.This program attracted a lot of key stakeholders like the members of the academia, government officials, teachers and the local community.According to the symposium program coordinator, Alexander Mtambo, the interactive sessions were organized in order to dispel rumors that engineering programs are very difficult and are tailor made for males.“Engineering programs are like other programs;everyone can do it despite one’s gender. What matters is hardworking and doing whatever you want with a passion. For instance, in our class we have few ladies but sometimes they do better than us,” Mtambo said.In an interview with the General Secretary of the symposium organizing committee, Ashley Nkhukuzalira said they thought of interacting with senior secondary school students because it is the only way of thanking the communities that have served them for a while and it is one way of developing the country.“For the country to develop, it needs educated people; this is the reason why we thought it wise to inspire these secondary school students to work hard in their studies so that they can reach another level of education either doing engineering programs or other programs,” Nkhukuzalira said.Nkhukuzalira further said the inspirations will help these students to continue doing great in their lives.The students from both schools had an opportunity to change their negative mindsets towards education as the Polytechnic students envoy shared their lives’ experiences from secondary education to University level. The Polytechnic students envoy encouraged the secondary school students to work extra hard in all subjects and to put an effort in science subjects for them to study engineering programs despite their social status.The polytechnic students envoy also awarded the most outstanding students in their studies with various items such as Instrument sets , hard-note-books, and others were given monetary prizes.",http://www.mubas.ac.mw/news/polytechnic-role-models-motivate-secondary-schools-students-09-11-2018
Polytechnic holds Entrepreneurship and Innovation Workshop,Mercy Garnet,"November 8, 2018","Sanyahumbi tackled a number of topics in his presentations. He began by defining innovation and entrepreneurship. Technology Innovation was simply defined as “an invention put to use” or in the equation format “technology innovation =invention + commercialization”According to Sanyahumbi, academia plays a key role in innovation and wherever possible, universities should explore the transfer of useful research outputs to socio-economic market places. “Universities need to be able to transfer relevant research outputs to the outside world as a return on investment on the public funding received from society at large ”Sanyahumbi emphasized.Innovation involves coming up with an idea, developing that idea and reducing it to use, protecting the intellectual property as appropriate, usually through patents for an invention. The Design Studio helps with developing prototypes which can be market-tested and then commercialized as appropriate. “Universities do not always get to develop and commercialize the final product” Sanyahumbi highlighted, but sometimes they license their IP for further development and commercialization by partners. Sanyahumbi also discussed the concepts of “publish or perish” and “innovate or perish” where he pointed out that researchers should by all means publish, but should consider protecting IP first wherever appropriate.An invention, in the form of a product, a service or a process, needs to be desirable to users, and it has to be technically and commercially viable in the market place. Sanyahumbi highlighted the need for human, social, financial, market, culture, knowledge , and physical capital for a successful innovation ecosystem.Sanyahumbi said entrepreneurs create value by identifying unmet needs or opportunities for change, and then identifying relevant solutions and organizing, managing and assuming the risks of starting a business around this. Entrepreneurs tend to see problems as opportunities.Technology innovation is not only helpful in increasing the local and international profile of the research being done, the researchers/ inventors and institution but it is also helpful in that it contributes to social and economic development.A third year student studying Geological Engineering, Omega Chirwa said she attended the workshop because she had so many ideas but just never knew where to start, so she wanted to learn more about innovation and entrepreneurship.“I have learnt more about innovation and entrepreneurship, the actual processes that involved, I have realized that it is not about just coming up with an idea and bringing it out there but it involves so many things including having an entrepreneurial mindset to come up with something unique,” said Chirwa.Having secured funding support from the Lemmelson Foundation, Rice University, based in Houston, Texas, partnered with the University of Malawi Polytechnic (UNIMA-Poly) and successfully developed and implemented a new model for invention education which spanned all the engineering programs at UNIMA-Poly.The long term goal of the partnership is to develop and deliver sustainable education programs that promote and support local technology innovation.",http://www.mubas.ac.mw/news/polytechnic-holds-entrepreneurship-and-innovation-workshop-08-11-2018
Polytechnic receives government interns,Hazviperi Mbizi,"November 8, 2018","According to the Human Resource Manager, Gregory Banda, this is not the first time the college has been working with interns in various departments. He explained that as an academic institution he believes that this is the best platform for fresh graduates to gain relevant experience before they join the industry.Speaking during the meeting where he presented letters of assignment to various departments, Banda encouraged the interns to show commitment in their places of work which they have been assigned to.“As an academic institution we believe in our mission statement which focuses on the advancement of knowledge, professional competence and innovation in science, technology, commerce and other core values,” he explained.One of the interns, Tamandani Kaliwo said that she is grateful to be assigned to the Polytechnic because it is a place which has produced the most influential citizens in the country and beyond.Kaliwo, who has just graduated from LUANAR under the Environmental Science program, further explained that she is looking forward to gaining hands on experience which is mostly required when applying for jobs in the near future.A former journalism student of the Polytechnic, Fyson Masina, commended the Polytechnic for accommodating these fresh graduates for internship.“This is a good initiative; I was also an intern at the Polytechnic Journalism department where I was equipped with technical expertise. After graduating, I have ventured in the television production business where I am able to produce radio, television documentaries and adverts for both individuals and organizations,” Masina explained.The ten interns are fresh graduates from the institutions like LUANAR, MZUNI, Zanzibar University and The Polytechnic. They have been assigned to various departments like Finance, ICT, Environmental Health, Physics and Biochemical Sciences. The government sponsored internship program runs for eight months from November 2018 to June 2019.",http://www.mubas.ac.mw/news/polytechnic-receives-government-interns-08-11-2018
Motivation Hub inspires Orama students,Chapter Banda,"November 8, 2018","The inspirational talk, which attracted a lot of The Polytechnic students, was centered on four pillars:academic excellence, essence of discipline to academic performance, motivation and career guidance.According to Motivation Hub co-founder, Yamikani Chipangula, the talks were aimed at changing the negative perceptions that secondary school students have towards education as they undermine themselves based on which school they are learning.A third-year student studying Electronics and Telecommunications Engineering, Chikumbutso Walani, while talking about academic excellence, told the students about the differences between success and excellence.“Success is when one has achieved their goals whilst excellence means that one has improved in their daily operations,” Walani explained.Walani added that students need to change their attitudes to manage time effectively and to work hard for them to achieve greatness in their studies.The Polytechnic Students Union President and co-founder of Motivation Hub, Japhet Nthala, who tackled the remaining three pillars said the students can do better in their studies if they are willing to work hard and value education the most in their mindsets.Nthala said, “God created everyone with the potential of doing great things; what matters is hard work and understanding one’s capabilities.”He further used environment theory to teach the students why abiding by school rules is most important, despite one’s intelligence.He explained:“School rules are like a good environment, which a healthy tree needs to grow well; this applies to you as students no matter how hardworking and intelligent you are. Abiding by school rules will help you to excel in your studies.”On his part, a senior teacher from the school who accompanied the students, Luke M’bawa, said the talk has slightly changed some students’ mindsets toward education, as they had an opportunity to gain more knowledge from college students’ experience.M’bawa added that the talk has helped their work to be easier as, for them, teaching students who had no goals in their lives and lacked self-motivation was very difficult.“Students’ performance also depends on the perception that they have about themselves, though as teachers we do take responsibility to motivate them, but the inspirational talk will make a huge impact on our teaching,” he said.",http://www.mubas.ac.mw/news/motivation-hub-inspires-orama-students-08-11-2018
